t;V;Vx;Vy;h;d;alpha;
1.45;10.04;7.07;-7.13;4.95;10.24;-0.79;
1.45;10.05;7.07;-7.14;4.95;10.24;-0.79;
1.45;10.05;7.07;-7.14;4.95;10.24;-0.79;
1.45;10.05;7.07;-7.14;4.95;10.24;-0.79;
1.45;10.05;7.07;-7.14;4.95;10.24;-0.79;
1.45;10.05;7.07;-7.14;4.95;10.25;-0.79;
1.45;10.05;7.07;-7.15;4.95;10.25;-0.79;
1.45;10.05;7.07;-7.15;4.94;10.25;-0.79;
1.45;10.06;7.07;-7.15;4.94;10.25;-0.79;
1.45;10.06;7.07;-7.15;4.94;10.25;-0.79;
1.45;10.06;7.07;-7.15;4.94;10.25;-0.79;
1.45;10.06;7.07;-7.16;4.94;10.25;-0.79;
1.45;10.06;7.07;-7.16;4.94;10.26;-0.79;
1.45;10.06;7.07;-7.16;4.94;10.26;-0.79;
1.45;10.06;7.07;-7.16;4.93;10.26;-0.79;
1.45;10.07;7.07;-7.16;4.93;10.26;-0.79;
1.45;10.07;7.07;-7.16;4.93;10.26;-0.79;
1.45;10.07;7.07;-7.17;4.93;10.26;-0.79;
1.45;10.07;7.07;-7.17;4.93;10.26;-0.79;
1.45;10.07;7.07;-7.17;4.93;10.27;-0.79;
1.45;10.07;7.07;-7.17;4.93;10.27;-0.79;
1.45;10.07;7.07;-7.17;4.93;10.27;-0.79;
1.45;10.07;7.07;-7.18;4.92;10.27;-0.79;
1.45;10.08;7.07;-7.18;4.92;10.27;-0.79;
1.45;10.08;7.07;-7.18;4.92;10.27;-0.79;
1.45;10.08;7.07;-7.18;4.92;10.27;-0.79;
1.45;10.08;7.07;-7.18;4.92;10.27;-0.79;
1.45;10.08;7.07;-7.19;4.92;10.28;-0.79;
1.45;10.08;7.07;-7.19;4.92;10.28;-0.79;
1.45;10.08;7.07;-7.19;4.91;10.28;-0.79;
1.45;10.09;7.07;-7.19;4.91;10.28;-0.79;
1.45;10.09;7.07;-7.19;4.91;10.28;-0.79;
1.45;10.09;7.07;-7.20;4.91;10.28;-0.79;
1.45;10.09;7.07;-7.20;4.91;10.28;-0.79;
1.45;10.09;7.07;-7.20;4.91;10.29;-0.79;
1.45;10.09;7.07;-7.20;4.91;10.29;-0.79;
1.46;10.09;7.07;-7.20;4.90;10.29;-0.79;
1.46;10.10;7.07;-7.21;4.90;10.29;-0.79;
1.46;10.10;7.07;-7.21;4.90;10.29;-0.79;
1.46;10.10;7.07;-7.21;4.90;10.29;-0.80;
1.46;10.10;7.07;-7.21;4.90;10.29;-0.80;
1.46;10.10;7.07;-7.21;4.90;10.30;-0.80;
1.46;10.10;7.07;-7.21;4.90;10.30;-0.80;
1.46;10.10;7.07;-7.22;4.89;10.30;-0.80;
1.46;10.10;7.07;-7.22;4.89;10.30;-0.80;
1.46;10.11;7.07;-7.22;4.89;10.30;-0.80;
1.46;10.11;7.07;-7.22;4.89;10.30;-0.80;
1.46;10.11;7.07;-7.22;4.89;10.30;-0.80;
1.46;10.11;7.07;-7.23;4.89;10.31;-0.80;
1.46;10.11;7.07;-7.23;4.89;10.31;-0.80;
1.46;10.11;7.07;-7.23;4.88;10.31;-0.80;
1.46;10.11;7.07;-7.23;4.88;10.31;-0.80;
1.46;10.12;7.07;-7.23;4.88;10.31;-0.80;
1.46;10.12;7.07;-7.24;4.88;10.31;-0.80;
1.46;10.12;7.07;-7.24;4.88;10.31;-0.80;
1.46;10.12;7.07;-7.24;4.88;10.32;-0.80;
1.46;10.12;7.07;-7.24;4.88;10.32;-0.80;
1.46;10.12;7.07;-7.24;4.87;10.32;-0.80;
1.46;10.12;7.07;-7.25;4.87;10.32;-0.80;
1.46;10.13;7.07;-7.25;4.87;10.32;-0.80;
1.46;10.13;7.07;-7.25;4.87;10.32;-0.80;
1.46;10.13;7.07;-7.25;4.87;10.32;-0.80;
1.46;10.13;7.07;-7.25;4.87;10.32;-0.80;
1.46;10.13;7.07;-7.26;4.87;10.33;-0.80;
1.46;10.13;7.07;-7.26;4.86;10.33;-0.80;
1.46;10.13;7.07;-7.26;4.86;10.33;-0.80;
1.46;10.14;7.07;-7.26;4.86;10.33;-0.80;
1.46;10.14;7.07;-7.26;4.86;10.33;-0.80;
1.46;10.14;7.07;-7.26;4.86;10.33;-0.80;
1.46;10.14;7.07;-7.27;4.86;10.33;-0.80;
1.46;10.14;7.07;-7.27;4.86;10.34;-0.80;
1.46;10.14;7.07;-7.27;4.85;10.34;-0.80;
1.46;10.14;7.07;-7.27;4.85;10.34;-0.80;
1.46;10.14;7.07;-7.27;4.85;10.34;-0.80;
1.46;10.15;7.07;-7.28;4.85;10.34;-0.80;
1.46;10.15;7.07;-7.28;4.85;10.34;-0.80;
1.46;10.15;7.07;-7.28;4.85;10.34;-0.80;
1.46;10.15;7.07;-7.28;4.85;10.35;-0.80;
1.46;10.15;7.07;-7.28;4.84;10.35;-0.80;
1.46;10.15;7.07;-7.29;4.84;10.35;-0.80;
1.46;10.15;7.07;-7.29;4.84;10.35;-0.80;
1.46;10.16;7.07;-7.29;4.84;10.35;-0.80;
1.46;10.16;7.07;-7.29;4.84;10.35;-0.80;
1.46;10.16;7.07;-7.29;4.84;10.35;-0.80;
1.46;10.16;7.07;-7.30;4.84;10.36;-0.80;
1.46;10.16;7.07;-7.30;4.83;10.36;-0.80;
1.46;10.16;7.07;-7.30;4.83;10.36;-0.80;
1.47;10.16;7.07;-7.30;4.83;10.36;-0.80;
1.47;10.17;7.07;-7.30;4.83;10.36;-0.80;
1.47;10.17;7.07;-7.31;4.83;10.36;-0.80;
1.47;10.17;7.07;-7.31;4.83;10.36;-0.80;
1.47;10.17;7.07;-7.31;4.83;10.37;-0.80;
1.47;10.17;7.07;-7.31;4.82;10.37;-0.80;
1.47;10.17;7.07;-7.31;4.82;10.37;-0.80;
1.47;10.17;7.07;-7.31;4.82;10.37;-0.80;
1.47;10.18;7.07;-7.32;4.82;10.37;-0.80;
1.47;10.18;7.07;-7.32;4.82;10.37;-0.80;
1.47;10.18;7.07;-7.32;4.82;10.37;-0.80;
1.47;10.18;7.07;-7.32;4.82;10.37;-0.80;
1.47;10.18;7.07;-7.32;4.81;10.38;-0.80;
1.47;10.18;7.07;-7.33;4.81;10.38;-0.80;
1.47;10.18;7.07;-7.33;4.81;10.38;-0.80;
1.47;10.18;7.07;-7.33;4.81;10.38;-0.80;
1.47;10.19;7.07;-7.33;4.81;10.38;-0.80;
1.47;10.19;7.07;-7.33;4.81;10.38;-0.80;
1.47;10.19;7.07;-7.34;4.81;10.38;-0.80;
1.47;10.19;7.07;-7.34;4.80;10.39;-0.80;
1.47;10.19;7.07;-7.34;4.80;10.39;-0.80;
1.47;10.19;7.07;-7.34;4.80;10.39;-0.80;
1.47;10.19;7.07;-7.34;4.80;10.39;-0.80;
1.47;10.20;7.07;-7.35;4.80;10.39;-0.80;
1.47;10.20;7.07;-7.35;4.80;10.39;-0.80;
1.47;10.20;7.07;-7.35;4.80;10.39;-0.80;
1.47;10.20;7.07;-7.35;4.79;10.40;-0.80;
1.47;10.20;7.07;-7.35;4.79;10.40;-0.80;
1.47;10.20;7.07;-7.36;4.79;10.40;-0.81;
1.47;10.20;7.07;-7.36;4.79;10.40;-0.81;
1.47;10.21;7.07;-7.36;4.79;10.40;-0.81;
1.47;10.21;7.07;-7.36;4.79;10.40;-0.81;
1.47;10.21;7.07;-7.36;4.79;10.40;-0.81;
1.47;10.21;7.07;-7.36;4.78;10.41;-0.81;
1.47;10.21;7.07;-7.37;4.78;10.41;-0.81;
1.47;10.21;7.07;-7.37;4.78;10.41;-0.81;
1.47;10.21;7.07;-7.37;4.78;10.41;-0.81;
1.47;10.22;7.07;-7.37;4.78;10.41;-0.81;
1.47;10.22;7.07;-7.37;4.78;10.41;-0.81;
1.47;10.22;7.07;-7.38;4.78;10.41;-0.81;
1.47;10.22;7.07;-7.38;4.77;10.42;-0.81;
1.47;10.22;7.07;-7.38;4.77;10.42;-0.81;
1.47;10.22;7.07;-7.38;4.77;10.42;-0.81;
1.47;10.22;7.07;-7.38;4.77;10.42;-0.81;
1.47;10.23;7.07;-7.39;4.77;10.42;-0.81;
1.47;10.23;7.07;-7.39;4.77;10.42;-0.81;
1.47;10.23;7.07;-7.39;4.77;10.42;-0.81;
1.47;10.23;7.07;-7.39;4.76;10.42;-0.81;
1.47;10.23;7.07;-7.39;4.76;10.43;-0.81;
1.47;10.23;7.07;-7.40;4.76;10.43;-0.81;
1.47;10.23;7.07;-7.40;4.76;10.43;-0.81;
1.48;10.23;7.07;-7.40;4.76;10.43;-0.81;
1.48;10.24;7.07;-7.40;4.76;10.43;-0.81;
1.48;10.24;7.07;-7.40;4.75;10.43;-0.81;
1.48;10.24;7.07;-7.41;4.75;10.43;-0.81;
1.48;10.24;7.07;-7.41;4.75;10.44;-0.81;
1.48;10.24;7.07;-7.41;4.75;10.44;-0.81;
1.48;10.24;7.07;-7.41;4.75;10.44;-0.81;
1.48;10.24;7.07;-7.41;4.75;10.44;-0.81;
1.48;10.25;7.07;-7.41;4.75;10.44;-0.81;
1.48;10.25;7.07;-7.42;4.74;10.44;-0.81;
1.48;10.25;7.07;-7.42;4.74;10.44;-0.81;
1.48;10.25;7.07;-7.42;4.74;10.45;-0.81;
1.48;10.25;7.07;-7.42;4.74;10.45;-0.81;
1.48;10.25;7.07;-7.42;4.74;10.45;-0.81;
1.48;10.25;7.07;-7.43;4.74;10.45;-0.81;
1.48;10.26;7.07;-7.43;4.74;10.45;-0.81;
1.48;10.26;7.07;-7.43;4.73;10.45;-0.81;
1.48;10.26;7.07;-7.43;4.73;10.45;-0.81;
1.48;10.26;7.07;-7.43;4.73;10.46;-0.81;
1.48;10.26;7.07;-7.44;4.73;10.46;-0.81;
1.48;10.26;7.07;-7.44;4.73;10.46;-0.81;
1.48;10.26;7.07;-7.44;4.73;10.46;-0.81;
1.48;10.27;7.07;-7.44;4.73;10.46;-0.81;
1.48;10.27;7.07;-7.44;4.72;10.46;-0.81;
1.48;10.27;7.07;-7.45;4.72;10.46;-0.81;
1.48;10.27;7.07;-7.45;4.72;10.47;-0.81;
1.48;10.27;7.07;-7.45;4.72;10.47;-0.81;
1.48;10.27;7.07;-7.45;4.72;10.47;-0.81;
1.48;10.27;7.07;-7.45;4.72;10.47;-0.81;
1.48;10.28;7.07;-7.46;4.72;10.47;-0.81;
1.48;10.28;7.07;-7.46;4.71;10.47;-0.81;
1.48;10.28;7.07;-7.46;4.71;10.47;-0.81;
1.48;10.28;7.07;-7.46;4.71;10.47;-0.81;
1.48;10.28;7.07;-7.46;4.71;10.48;-0.81;
1.48;10.28;7.07;-7.46;4.71;10.48;-0.81;
1.48;10.28;7.07;-7.47;4.71;10.48;-0.81;
1.48;10.28;7.07;-7.47;4.71;10.48;-0.81;
1.48;10.29;7.07;-7.47;4.70;10.48;-0.81;
1.48;10.29;7.07;-7.47;4.70;10.48;-0.81;
1.48;10.29;7.07;-7.47;4.70;10.48;-0.81;
1.48;10.29;7.07;-7.48;4.70;10.49;-0.81;
1.48;10.29;7.07;-7.48;4.70;10.49;-0.81;
1.48;10.29;7.07;-7.48;4.70;10.49;-0.81;
1.48;10.29;7.07;-7.48;4.70;10.49;-0.81;
1.48;10.30;7.07;-7.48;4.69;10.49;-0.81;
1.48;10.30;7.07;-7.49;4.69;10.49;-0.81;
1.48;10.30;7.07;-7.49;4.69;10.49;-0.81;
1.48;10.30;7.07;-7.49;4.69;10.50;-0.81;
1.48;10.30;7.07;-7.49;4.69;10.50;-0.81;
1.48;10.30;7.07;-7.49;4.69;10.50;-0.81;
1.48;10.30;7.07;-7.50;4.68;10.50;-0.81;
1.49;10.31;7.07;-7.50;4.68;10.50;-0.81;
1.49;10.31;7.07;-7.50;4.68;10.50;-0.81;
1.49;10.31;7.07;-7.50;4.68;10.50;-0.81;
1.49;10.31;7.07;-7.50;4.68;10.51;-0.82;
1.49;10.31;7.07;-7.51;4.68;10.51;-0.82;
1.49;10.31;7.07;-7.51;4.68;10.51;-0.82;
1.49;10.31;7.07;-7.51;4.67;10.51;-0.82;
1.49;10.32;7.07;-7.51;4.67;10.51;-0.82;
1.49;10.32;7.07;-7.51;4.67;10.51;-0.82;
1.49;10.32;7.07;-7.51;4.67;10.51;-0.82;
1.49;10.32;7.07;-7.52;4.67;10.51;-0.82;
1.49;10.32;7.07;-7.52;4.67;10.52;-0.82;
1.49;10.32;7.07;-7.52;4.67;10.52;-0.82;
1.49;10.32;7.07;-7.52;4.66;10.52;-0.82;
1.49;10.33;7.07;-7.52;4.66;10.52;-0.82;
1.49;10.33;7.07;-7.53;4.66;10.52;-0.82;
1.49;10.33;7.07;-7.53;4.66;10.52;-0.82;
1.49;10.33;7.07;-7.53;4.66;10.52;-0.82;
1.49;10.33;7.07;-7.53;4.66;10.53;-0.82;
1.49;10.33;7.07;-7.53;4.66;10.53;-0.82;
1.49;10.33;7.07;-7.54;4.65;10.53;-0.82;
1.49;10.34;7.07;-7.54;4.65;10.53;-0.82;
1.49;10.34;7.07;-7.54;4.65;10.53;-0.82;
1.49;10.34;7.07;-7.54;4.65;10.53;-0.82;
1.49;10.34;7.07;-7.54;4.65;10.53;-0.82;
1.49;10.34;7.07;-7.55;4.65;10.54;-0.82;
1.49;10.34;7.07;-7.55;4.64;10.54;-0.82;
1.49;10.34;7.07;-7.55;4.64;10.54;-0.82;
1.49;10.35;7.07;-7.55;4.64;10.54;-0.82;
1.49;10.35;7.07;-7.55;4.64;10.54;-0.82;
1.49;10.35;7.07;-7.56;4.64;10.54;-0.82;
1.49;10.35;7.07;-7.56;4.64;10.54;-0.82;
1.49;10.35;7.07;-7.56;4.64;10.55;-0.82;
1.49;10.35;7.07;-7.56;4.63;10.55;-0.82;
1.49;10.35;7.07;-7.56;4.63;10.55;-0.82;
1.49;10.36;7.07;-7.56;4.63;10.55;-0.82;
1.49;10.36;7.07;-7.57;4.63;10.55;-0.82;
1.49;10.36;7.07;-7.57;4.63;10.55;-0.82;
1.49;10.36;7.07;-7.57;4.63;10.55;-0.82;
1.49;10.36;7.07;-7.57;4.63;10.56;-0.82;
1.49;10.36;7.07;-7.57;4.62;10.56;-0.82;
1.49;10.36;7.07;-7.58;4.62;10.56;-0.82;
1.49;10.36;7.07;-7.58;4.62;10.56;-0.82;
1.49;10.37;7.07;-7.58;4.62;10.56;-0.82;
1.49;10.37;7.07;-7.58;4.62;10.56;-0.82;
1.49;10.37;7.07;-7.58;4.62;10.56;-0.82;
1.49;10.37;7.07;-7.59;4.62;10.56;-0.82;
1.49;10.37;7.07;-7.59;4.61;10.57;-0.82;
1.49;10.37;7.07;-7.59;4.61;10.57;-0.82;
1.49;10.37;7.07;-7.59;4.61;10.57;-0.82;
1.49;10.38;7.07;-7.59;4.61;10.57;-0.82;
1.50;10.38;7.07;-7.60;4.61;10.57;-0.82;
1.50;10.38;7.07;-7.60;4.61;10.57;-0.82;
1.50;10.38;7.07;-7.60;4.60;10.57;-0.82;
1.50;10.38;7.07;-7.60;4.60;10.58;-0.82;
1.50;10.38;7.07;-7.60;4.60;10.58;-0.82;
1.50;10.38;7.07;-7.61;4.60;10.58;-0.82;
1.50;10.39;7.07;-7.61;4.60;10.58;-0.82;
1.50;10.39;7.07;-7.61;4.60;10.58;-0.82;
1.50;10.39;7.07;-7.61;4.60;10.58;-0.82;
1.50;10.39;7.07;-7.61;4.59;10.58;-0.82;
1.50;10.39;7.07;-7.61;4.59;10.59;-0.82;
1.50;10.39;7.07;-7.62;4.59;10.59;-0.82;
1.50;10.39;7.07;-7.62;4.59;10.59;-0.82;
1.50;10.40;7.07;-7.62;4.59;10.59;-0.82;
1.50;10.40;7.07;-7.62;4.59;10.59;-0.82;
1.50;10.40;7.07;-7.62;4.59;10.59;-0.82;
1.50;10.40;7.07;-7.63;4.58;10.59;-0.82;
1.50;10.40;7.07;-7.63;4.58;10.60;-0.82;
1.50;10.40;7.07;-7.63;4.58;10.60;-0.82;
1.50;10.40;7.07;-7.63;4.58;10.60;-0.82;
1.50;10.41;7.07;-7.63;4.58;10.60;-0.82;
1.50;10.41;7.07;-7.64;4.58;10.60;-0.82;
1.50;10.41;7.07;-7.64;4.57;10.60;-0.82;
1.50;10.41;7.07;-7.64;4.57;10.60;-0.82;
1.50;10.41;7.07;-7.64;4.57;10.61;-0.82;
1.50;10.41;7.07;-7.64;4.57;10.61;-0.82;
1.50;10.41;7.07;-7.65;4.57;10.61;-0.82;
1.50;10.42;7.07;-7.65;4.57;10.61;-0.82;
1.50;10.42;7.07;-7.65;4.57;10.61;-0.82;
1.50;10.42;7.07;-7.65;4.56;10.61;-0.82;
1.50;10.42;7.07;-7.65;4.56;10.61;-0.82;
1.50;10.42;7.07;-7.66;4.56;10.61;-0.83;
1.50;10.42;7.07;-7.66;4.56;10.62;-0.83;
1.50;10.42;7.07;-7.66;4.56;10.62;-0.83;
1.50;10.43;7.07;-7.66;4.56;10.62;-0.83;
1.50;10.43;7.07;-7.66;4.56;10.62;-0.83;
1.50;10.43;7.07;-7.66;4.55;10.62;-0.83;
1.50;10.43;7.07;-7.67;4.55;10.62;-0.83;
1.50;10.43;7.07;-7.67;4.55;10.62;-0.83;
1.50;10.43;7.07;-7.67;4.55;10.63;-0.83;
1.50;10.43;7.07;-7.67;4.55;10.63;-0.83;
1.50;10.44;7.07;-7.67;4.55;10.63;-0.83;
1.50;10.44;7.07;-7.68;4.54;10.63;-0.83;
1.50;10.44;7.07;-7.68;4.54;10.63;-0.83;
1.50;10.44;7.07;-7.68;4.54;10.63;-0.83;
1.50;10.44;7.07;-7.68;4.54;10.63;-0.83;
1.50;10.44;7.07;-7.68;4.54;10.64;-0.83;
1.50;10.44;7.07;-7.69;4.54;10.64;-0.83;
1.50;10.45;7.07;-7.69;4.54;10.64;-0.83;
1.50;10.45;7.07;-7.69;4.53;10.64;-0.83;
1.50;10.45;7.07;-7.69;4.53;10.64;-0.83;
1.51;10.45;7.07;-7.69;4.53;10.64;-0.83;
1.51;10.45;7.07;-7.70;4.53;10.64;-0.83;
1.51;10.45;7.07;-7.70;4.53;10.65;-0.83;
1.51;10.45;7.07;-7.70;4.53;10.65;-0.83;
1.51;10.46;7.07;-7.70;4.53;10.65;-0.83;
1.51;10.46;7.07;-7.70;4.52;10.65;-0.83;
1.51;10.46;7.07;-7.71;4.52;10.65;-0.83;
1.51;10.46;7.07;-7.71;4.52;10.65;-0.83;
1.51;10.46;7.07;-7.71;4.52;10.65;-0.83;
1.51;10.46;7.07;-7.71;4.52;10.66;-0.83;
1.51;10.46;7.07;-7.71;4.52;10.66;-0.83;
1.51;10.47;7.07;-7.71;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.72;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.72;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.72;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.72;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.72;4.51;10.66;-0.83;
1.51;10.47;7.07;-7.73;4.51;10.67;-0.83;
1.51;10.48;7.07;-7.73;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.73;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.73;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.73;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.74;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.74;4.50;10.67;-0.83;
1.51;10.48;7.07;-7.74;4.50;10.68;-0.83;
1.51;10.49;7.07;-7.74;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.74;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.75;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.75;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.75;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.75;4.49;10.68;-0.83;
1.51;10.49;7.07;-7.75;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.76;4.48;10.69;-0.83;
1.51;10.50;7.07;-7.77;4.47;10.70;-0.83;
1.51;10.50;7.07;-7.77;4.47;10.70;-0.83;
1.51;10.51;7.07;-7.77;4.47;10.70;-0.83;
1.51;10.51;7.07;-7.77;4.47;10.70;-0.83;
1.51;10.51;7.07;-7.77;4.47;10.70;-0.83;
1.51;10.51;7.07;-7.78;4.47;10.70;-0.83;
1.51;10.51;7.07;-7.78;4.46;10.70;-0.83;
1.51;10.51;7.07;-7.78;4.46;10.70;-0.83;
1.51;10.51;7.07;-7.78;4.46;10.71;-0.83;
1.51;10.52;7.07;-7.78;4.46;10.71;-0.83;
1.51;10.52;7.07;-7.79;4.46;10.71;-0.83;
1.51;10.52;7.07;-7.79;4.46;10.71;-0.83;
1.51;10.52;7.07;-7.79;4.46;10.71;-0.83;
1.52;10.52;7.07;-7.79;4.45;10.71;-0.83;
1.52;10.52;7.07;-7.79;4.45;10.71;-0.83;
1.52;10.52;7.07;-7.80;4.45;10.72;-0.83;
1.52;10.53;7.07;-7.80;4.45;10.72;-0.83;
1.52;10.53;7.07;-7.80;4.45;10.72;-0.83;
1.52;10.53;7.07;-7.80;4.45;10.72;-0.83;
1.52;10.53;7.07;-7.80;4.44;10.72;-0.83;
1.52;10.53;7.07;-7.81;4.44;10.72;-0.83;
1.52;10.53;7.07;-7.81;4.44;10.72;-0.83;
1.52;10.53;7.07;-7.81;4.44;10.73;-0.83;
1.52;10.54;7.07;-7.81;4.44;10.73;-0.84;
1.52;10.54;7.07;-7.81;4.44;10.73;-0.84;
1.52;10.54;7.07;-7.82;4.44;10.73;-0.84;
1.52;10.54;7.07;-7.82;4.43;10.73;-0.84;
1.52;10.54;7.07;-7.82;4.43;10.73;-0.84;
1.52;10.54;7.07;-7.82;4.43;10.73;-0.84;
1.52;10.54;7.07;-7.82;4.43;10.74;-0.84;
1.52;10.55;7.07;-7.82;4.43;10.74;-0.84;
1.52;10.55;7.07;-7.83;4.43;10.74;-0.84;
1.52;10.55;7.07;-7.83;4.42;10.74;-0.84;
1.52;10.55;7.07;-7.83;4.42;10.74;-0.84;
1.52;10.55;7.07;-7.83;4.42;10.74;-0.84;
1.52;10.55;7.07;-7.83;4.42;10.74;-0.84;
1.52;10.55;7.07;-7.84;4.42;10.75;-0.84;
1.52;10.56;7.07;-7.84;4.42;10.75;-0.84;
1.52;10.56;7.07;-7.84;4.42;10.75;-0.84;
1.52;10.56;7.07;-7.84;4.41;10.75;-0.84;
1.52;10.56;7.07;-7.84;4.41;10.75;-0.84;
1.52;10.56;7.07;-7.85;4.41;10.75;-0.84;
1.52;10.56;7.07;-7.85;4.41;10.75;-0.84;
1.52;10.56;7.07;-7.85;4.41;10.75;-0.84;
1.52;10.57;7.07;-7.85;4.41;10.76;-0.84;
1.52;10.57;7.07;-7.85;4.40;10.76;-0.84;
1.52;10.57;7.07;-7.86;4.40;10.76;-0.84;
1.52;10.57;7.07;-7.86;4.40;10.76;-0.84;
1.52;10.57;7.07;-7.86;4.40;10.76;-0.84;
1.52;10.57;7.07;-7.86;4.40;10.76;-0.84;
1.52;10.57;7.07;-7.86;4.40;10.76;-0.84;
1.52;10.58;7.07;-7.87;4.40;10.77;-0.84;
1.52;10.58;7.07;-7.87;4.39;10.77;-0.84;
1.52;10.58;7.07;-7.87;4.39;10.77;-0.84;
1.52;10.58;7.07;-7.87;4.39;10.77;-0.84;
1.52;10.58;7.07;-7.87;4.39;10.77;-0.84;
1.52;10.58;7.07;-7.87;4.39;10.77;-0.84;
1.52;10.58;7.07;-7.88;4.39;10.77;-0.84;
1.52;10.59;7.07;-7.88;4.38;10.78;-0.84;
1.52;10.59;7.07;-7.88;4.38;10.78;-0.84;
1.52;10.59;7.07;-7.88;4.38;10.78;-0.84;
1.52;10.59;7.07;-7.88;4.38;10.78;-0.84;
1.52;10.59;7.07;-7.89;4.38;10.78;-0.84;
1.52;10.59;7.07;-7.89;4.38;10.78;-0.84;
1.53;10.59;7.07;-7.89;4.38;10.78;-0.84;
1.53;10.60;7.07;-7.89;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.89;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.90;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.90;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.90;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.90;4.37;10.79;-0.84;
1.53;10.60;7.07;-7.90;4.36;10.79;-0.84;
1.53;10.61;7.07;-7.91;4.36;10.80;-0.84;
1.53;10.61;7.07;-7.91;4.36;10.80;-0.84;
1.53;10.61;7.07;-7.91;4.36;10.80;-0.84;
1.53;10.61;7.07;-7.91;4.36;10.80;-0.84;
1.53;10.61;7.07;-7.91;4.36;10.80;-0.84;
1.53;10.61;7.07;-7.92;4.36;10.80;-0.84;
1.53;10.62;7.07;-7.92;4.35;10.80;-0.84;
1.53;10.62;7.07;-7.92;4.35;10.80;-0.84;
1.53;10.62;7.07;-7.92;4.35;10.81;-0.84;
1.53;10.62;7.07;-7.92;4.35;10.81;-0.84;
1.53;10.62;7.07;-7.92;4.35;10.81;-0.84;
1.53;10.62;7.07;-7.93;4.35;10.81;-0.84;
1.53;10.62;7.07;-7.93;4.34;10.81;-0.84;
1.53;10.63;7.07;-7.93;4.34;10.81;-0.84;
1.53;10.63;7.07;-7.93;4.34;10.81;-0.84;
1.53;10.63;7.07;-7.93;4.34;10.82;-0.84;
1.53;10.63;7.07;-7.94;4.34;10.82;-0.84;
1.53;10.63;7.07;-7.94;4.34;10.82;-0.84;
1.53;10.63;7.07;-7.94;4.34;10.82;-0.84;
1.53;10.63;7.07;-7.94;4.33;10.82;-0.84;
1.53;10.64;7.07;-7.94;4.33;10.82;-0.84;
1.53;10.64;7.07;-7.95;4.33;10.82;-0.84;
1.53;10.64;7.07;-7.95;4.33;10.83;-0.84;
1.53;10.64;7.07;-7.95;4.33;10.83;-0.84;
1.53;10.64;7.07;-7.95;4.33;10.83;-0.84;
1.53;10.64;7.07;-7.95;4.32;10.83;-0.84;
1.53;10.64;7.07;-7.96;4.32;10.83;-0.84;
1.53;10.65;7.07;-7.96;4.32;10.83;-0.84;
1.53;10.65;7.07;-7.96;4.32;10.83;-0.84;
1.53;10.65;7.07;-7.96;4.32;10.84;-0.84;
1.53;10.65;7.07;-7.96;4.32;10.84;-0.84;
1.53;10.65;7.07;-7.97;4.31;10.84;-0.84;
1.53;10.65;7.07;-7.97;4.31;10.84;-0.84;
1.53;10.65;7.07;-7.97;4.31;10.84;-0.85;
1.53;10.66;7.07;-7.97;4.31;10.84;-0.85;
1.53;10.66;7.07;-7.97;4.31;10.84;-0.85;
1.53;10.66;7.07;-7.97;4.31;10.85;-0.85;
1.53;10.66;7.07;-7.98;4.31;10.85;-0.85;
1.53;10.66;7.07;-7.98;4.30;10.85;-0.85;
1.53;10.66;7.07;-7.98;4.30;10.85;-0.85;
1.53;10.66;7.07;-7.98;4.30;10.85;-0.85;
1.53;10.67;7.07;-7.98;4.30;10.85;-0.85;
1.53;10.67;7.07;-7.99;4.30;10.85;-0.85;
1.54;10.67;7.07;-7.99;4.30;10.85;-0.85;
1.54;10.67;7.07;-7.99;4.29;10.86;-0.85;
1.54;10.67;7.07;-7.99;4.29;10.86;-0.85;
1.54;10.67;7.07;-7.99;4.29;10.86;-0.85;
1.54;10.67;7.07;-8.00;4.29;10.86;-0.85;
1.54;10.68;7.07;-8.00;4.29;10.86;-0.85;
